school,major,rank,grade,score,province
山东交通学院,大数据管理与应用,136,B,15.7,山东
湖南理工学院,大数据管理与应用,137,B,15.5,湖南
山东政法学院,大数据管理与应用,137,B,15.5,山东
徐州工程学院,大数据管理与应用,137,B,15.5,江苏
四川旅游学院,大数据管理与应用,140,B,15.4,四川
湖南工学院,大数据管理与应用,141,B,15.1,湖南
厦门大学嘉庚学院,大数据管理与应用,142,B,14.8,福建
唐山学院,大数据管理与应用,143,B,14.6,河北
湖南工程学院,大数据管理与应用,144,B,14.4,湖南
邵阳学院,大数据管理与应用,145,B,14.3,湖南
西安交通大学,电子商务,1,A+,58.4,陕西
对外经济贸易大学,电子商务,2,A+,57.4,北京
厦门大学,电子商务,3,A+,56,福建
南京大学,电子商务,4,A+,55.7,江苏
上海财经大学,电子商务,5,A+,55.5,上海
中央财经大学,电子商务,6,A+,54.8,北京
西南财经大学,电子商务,7,A+,54.7,四川
武汉大学,电子商务,8,A+,54.5,湖北
大连理工大学,电子商务,9,A+,53.9,辽宁
东北财经大学,电子商务,10,A+,53.7,辽宁
湖南大学,电子商务,11,A,52.4,湖南
浙江工商大学,电子商务,12,A,51.9,浙江
东南大学,电子商务,13,A,51.4,江苏
哈尔滨工业大学,电子商务,14,A,51.3,黑龙江
暨南大学,电子商务,15,A,50.5,广东
中南财经政法大学,电子商务,16,A,50.4,湖北
天津大学,电子商务,17,A,50,天津
首都经济贸易大学,电子商务,18,A,49.7,北京
南京财经大学,电子商务,19,A,49.6,江苏
北京交通大学,电子商务,20,A,49.5,北京
东华大学,电子商务,21,A,48.8,上海
电子科技大学,电子商务,22,A,47.3,四川
上海对外经贸大学,电子商务,22,A,47.3,上海
安徽大学,电子商务,24,A,46.5,安徽
广州大学,电子商务,24,A,46.5,广东
华侨大学,电子商务,24,A,46.5,福建
合肥工业大学,电子商务,27,A,46,安徽
北京邮电大学,电子商务,28,A,45.7,北京
江西财经大学,电子商务,29,A,45.6,江西
南京审计大学,电子商务,29,A,45.6,江苏
浙江财经大学,电子商务,29,A,45.6,浙江
河南大学,电子商务,32,A,44.6,河南
南京农业大学,电子商务,33,A,44.1,江苏
北京外国语大学,电子商务,34,A,43.7,北京
重庆工商大学,电子商务,35,A,43.5,重庆
南昌大学,电子商务,36,A,43.4,江西
北京工商大学,电子商务,37,A,43.2,北京
广东财经大学,电子商务,38,A,43.1,广东
郑州大学,电子商务,39,A,43,河南
广东外语外贸大学,电子商务,40,A,42.9,广东
华中师范大学,电子商务,40,A,42.9,湖北
福州大学,电子商务,42,A,42.8,福建
大连海事大学,电子商务,43,A,42.3,辽宁
中国农业大学,电子商务,43,A,42.3,北京
天津财经大学,电子商务,45,A,42.2,天津
深圳大学,电子商务,46,A,41.7,广东
燕山大学,电子商务,47,A,41.6,河北
安徽财经大学,电子商务,48,A,41.5,安徽
华南师范大学,电子商务,49,A,41,广东
海南大学,电子商务,50,A,40.9,海南
东北大学,电子商务,51,A,40.7,辽宁
广东工业大学,电子商务,52,B+,40.4,广东
中国矿业大学,电子商务,53,B+,40.3,江苏
杭州师范大学,电子商务,54,B+,40.2,浙江
南京邮电大学,电子商务,55,B+,39.8,江苏
河南工业大学,电子商务,56,B+,39.7,河南
河南财经政法大学,电子商务,57,B+,39.6,河南
山西财经大学,电子商务,58,B+,39.5,山西
浙江师范大学,电子商务,58,B+,39.5,浙江
云南财经大学,电子商务,60,B+,39,云南
杭州电子科技大学,电子商务,61,B+,38.9,浙江
北京联合大学,电子商务,62,B+,38.4,北京
西安电子科技大学,电子商务,63,B+,38.3,陕西
湘潭大学,电子商务,64,B+,38.2,湖南
四川农业大学,电子商务,65,B+,38.1,四川
西安财经大学,电子商务,66,B+,36.6,陕西
江苏大学,电子商务,67,B+,36.2,江苏
江西师范大学,电子商务,68,B+,35.7,江西
山东工商学院,电子商务,69,B+,35.6,山东
湖南科技大学,电子商务,70,B+,35.3,湖南
武汉工程大学,电子商务,70,B+,35.3,湖北
重庆邮电大学,电子商务,72,B+,35.1,重庆
吉林财经大学,电子商务,72,B+,35.1,吉林
西南科技大学,电子商务,74,B+,34.6,四川
成都理工大学,电子商务,75,B+,34.2,四川
成都信息工程大学,电子商务,75,B+,34.2,四川
湖北工业大学,电子商务,77,B+,34,湖北
西安邮电大学,电子商务,78,B+,33.9,陕西
天津商业大学,电子商务,79,B+,33.8,天津
河北地质大学,电子商务,80,B+,32.7,河北
新疆财经大学,电子商务,81,B+,32.5,新疆
河南科技大学,电子商务,82,B+,32.3,河南
重庆师范大学,电子商务,83,B+,32.2,重庆
兰州财经大学,电子商务,84,B+,31.5,甘肃
中南民族大学,电子商务,85,B+,31.2,湖北
北京物资学院,电子商务,86,B+,31,北京
河北科技大学,电子商务,86,B+,31,河北
黑龙江大学,电子商务,86,B+,31,黑龙江
闽江学院,电子商务,86,B+,31,福建
上海商学院,电子商务,90,B+,30.8,上海
集美大学,电子商务,91,B+,30.7,福建
湖北经济学院,电子商务,92,B+,30.6,湖北
西安科技大学,电子商务,92,B+,30.6,陕西
内蒙古财经大学,电子商务,94,B+,30.5,内蒙古
西华大学,电子商务,95,B+,29.5,四川
扬州大学,电子商务,95,B+,29.5,江苏
四川师范大学,电子商务,97,B+,29.4,四川
北京信息科技大学,电子商务,98,B+,28.7,北京
西南石油大学,电子商务,98,B+,28.7,四川
郑州轻工业大学,电子商务,100,B+,28.6,河南
广西师范大学,电子商务,101,B+,28.5,广西
浙江农林大学,电子商务,101,B+,28.5,浙江
贵州财经大学,电子商务,103,B+,28.3,贵州
贵州师范大学,电子商务,104,B+,28.2,贵州
陕西理工大学,电子商务,105,B+,27.9,陕西
山东建筑大学,电子商务,106,B+,27.7,山东
长春工业大学,电子商务,107,B+,27.5,吉林
安徽农业大学,电子商务,108,B+,27.4,安徽
青岛理工大学,电子商务,109,B+,27.3,山东
厦门理工学院,电子商务,110,B+,27.1,福建
南昌航空大学,电子商务,111,B+,26.9,江西
四川外国语大学,电子商务,111,B+,26.9,重庆
海南师范大学,电子商务,113,B+,26.8,海南
桂林电子科技大学,电子商务,114,B+,26.7,广西
洛阳师范学院,电子商务,114,B+,26.7,河南
哈尔滨商业大学,电子商务,116,B+,26.5,黑龙江
安徽理工大学,电子商务,117,B+,26.3,安徽
宁夏大学,电子商务,118,B+,26.2,宁夏
西昌学院,电子商务,118,B+,26.2,四川
湖南农业大学,电子商务,120,B+,26.1,湖南
安庆师范大学,电子商务,121,B+,25.9,安徽
上海第二工业大学,电子商务,121,B+,25.9,上海
广东金融学院,电子商务,123,B+,25.8,广东
浙大宁波理工学院,电子商务,124,B+,25.7,浙江
北京石油化工学院,电子商务,125,B+,25.3,北京
丽水学院,电子商务,125,B+,25.3,浙江
南华大学,电子商务,125,B+,25.3,湖南
徐州工程学院,电子商务,128,B+,25.2,江苏
辽宁工程技术大学,电子商务,129,B+,25.1,辽宁
武汉纺织大学,电子商务,130,B+,25,湖北
湖南工业大学,电子商务,131,B+,24.8,湖南
桂林理工大学,电子商务,132,B+,24.7,广西
海南热带海洋学院,电子商务,132,B+,24.7,海南
吉首大学,电子商务,134,B+,24.3,湖南
江西农业大学,电子商务,134,B+,24.3,江西
阜阳师范大学,电子商务,136,B+,24.2,安徽
湖北工程学院,电子商务,137,B+,24.1,湖北
浙江万里学院,电子商务,137,B+,24.1,浙江
湖州师范学院,电子商务,139,B+,23.8,浙江
景德镇陶瓷大学,电子商务,140,B+,23.4,江西
云南农业大学,电子商务,141,B+,23.3,云南
五邑大学,电子商务,142,B+,23.2,广东
许昌学院,电子商务,142,B+,23.2,河南
北师香港浸会大学,电子商务,144,B+,23,广东
河南财政金融学院,电子商务,144,B+,23,河南
临沂大学,电子商务,146,B+,22.7,山东
江西水利电力大学,电子商务,146,B+,22.7,江西
岭南师范学院,电子商务,148,B+,22.5,广东
沈阳工业大学,电子商务,149,B+,22.2,辽宁
西南林业大学,电子商务,149,B+,22.2,云南
江西科技师范大学,电子商务,151,B+,21.9,江西
宁波工程学院,电子商务,151,B+,21.9,浙江
上海立信会计金融学院,电子商务,153,B+,21.6,上海
福建江夏学院,电子商务,154,B+,21.5,福建
宿州学院,电子商务,154,B+,21.5,安徽
北方民族大学,电子商务,156,B,21.4,宁夏
浙江外国语学院,电子商务,157,B,21.3,浙江
湖南人文科技学院,电子商务,158,B,21.2,湖南
泉州师范学院,电子商务,159,B,20.9,福建
内江师范学院,电子商务,160,B,20.8,四川
淮阴工学院,电子商务,161,B,20.7,江苏
东南大学成贤学院,电子商务,162,B,20.6,江苏
金陵科技学院,电子商务,162,B,20.6,江苏
衢州学院,电子商务,162,B,20.6,浙江
湖北科技学院,电子商务,165,B,20.5,湖北
四川轻化工大学,电子商务,166,B,20.4,四川
天津职业技术师范大学,电子商务,166,B,20.4,天津
池州学院,电子商务,168,B,20.3,安徽
福建理工大学,电子商务,169,B,20.2,福建
湖南财政经济学院,电子商务,169,B,20.2,湖南
武汉商学院,电子商务,171,B,20.1,湖北
淮北师范大学,电子商务,172,B,20,安徽
北华航天工业学院,电子商务,173,B,19.7,河北
湖南工程学院,电子商务,173,B,19.7,湖南
洛阳理工学院,电子商务,175,B,19.6,河南
广东药科大学,电子商务,176,B,19.4,广东
内蒙古农业大学,电子商务,176,B,19.4,内蒙古
皖西学院,电子商务,176,B,19.4,安徽
盐城工学院,电子商务,176,B,19.4,江苏
广东技术师范大学,电子商务,180,B,19.3,广东
河北金融学院,电子商务,181,B,19.2,河北
玉林师范学院,电子商务,181,B,19.2,广西
巢湖学院,电子商务,183,B,18.9,安徽
广东第二师范学院,电子商务,183,B,18.9,广东
吉林外国语大学,电子商务,183,B,18.9,吉林
南阳理工学院,电子商务,183,B,18.9,河南
沧州师范学院,电子商务,187,B,18.7,河北
吉林农业科技学院,电子商务,188,B,18.6,吉林
莆田学院,电子商务,188,B,18.6,福建
安阳工学院,电子商务,190,B,18.5,河南
淮阴师范学院,电子商务,190,B,18.5,江苏
宿迁学院,电子商务,190,B,18.5,江苏
铜陵学院,电子商务,190,B,18.5,安徽
河西学院,电子商务,194,B,18.4,甘肃
信阳农林学院,电子商务,194,B,18.4,河南
桂林旅游学院,电子商务,196,B,18.3,广西
贵州商学院,电子商务,196,B,18.3,贵州
黄淮学院,电子商务,196,B,18.3,河南
青岛农业大学,电子商务,196,B,18.3,山东
西安文理学院,电子商务,196,B,18.3,陕西
廊坊师范学院,电子商务,201,B,18.2,河北
山东管理学院,电子商务,201,B,18.2,山东
福建商学院,电子商务,203,B,18.1,福建
厦门大学嘉庚学院,电子商务,204,B,18,福建
新乡学院,电子商务,204,B,18,河南
肇庆学院,电子商务,204,B,18,广东
常州工学院,电子商务,207,B,17.9,江苏
淮南师范学院,电子商务,207,B,17.9,安徽
南昌师范学院,电子商务,209,B,17.6,江西
文山学院,电子商务,209,B,17.6,云南
新余学院,电子商务,209,B,17.6,江西
广西财经学院,电子商务,212,B,17.5,广西
唐山学院,电子商务,212,B,17.5,河北
武汉工商学院,电子商务,212,B,17.5,湖北
百色学院,电子商务,215,B,17.4,广西
唐山师范学院,电子商务,215,B,17.4,河北
盐城师范学院,电子商务,215,B,17.4,江苏
河北民族师范学院,电子商务,218,B,17.3,河北
武汉东湖学院,电子商务,218,B,17.3,湖北
西安航空学院,电子商务,220,B,17.2,陕西
赣南科技学院,电子商务,221,B,17,江西
吉林工商学院,电子商务,221,B,17,吉林
三明学院,电子商务,221,B,17,福建
西安培华学院,电子商务,221,B,17,陕西
萍乡学院,电子商务,225,B,16.9,江西
河南工程学院,电子商务,226,B,16.8,河南
集美大学诚毅学院,电子商务,226,B,16.8,福建
泰山学院,电子商务,226,B,16.8,山东
西京学院,电子商务,226,B,16.8,陕西
衡阳师范学院,电子商务,230,B,16.7,湖南
华北科技学院,电子商务,230,B,16.7,河北
山西工程技术学院,电子商务,232,B,16.5,山西
梧州学院,电子商务,232,B,16.5,广西
长沙师范学院,电子商务,234,B,16.4,湖南
蚌埠学院,电子商务,235,B,16.3,安徽
凯里学院,电子商务,235,B,16.3,贵州
浙江财经大学东方学院,电子商务,235,B,16.3,浙江
哈尔滨金融学院,电子商务,238,B,16.2,黑龙江
景德镇学院,电子商务,238,B,16.2,江西
上海杉达学院,电子商务,238,B,16.2,上海
宁夏大学新华学院,电子商务,241,B,16.1,宁夏
青岛黄海学院,电子商务,242,B,16,山东
珠海科技学院,电子商务,242,B,16,广东
赤峰学院,电子商务,244,B,15.9,内蒙古
山东交通学院,电子商务,244,B,15.9,山东
河南牧业经济学院,电子商务,246,B,15.8,河南
苏州大学应用技术学院,电子商务,246,B,15.8,江苏
九江学院,电子商务,248,B,15.6,江西
运城学院,电子商务,248,B,15.6,山西
浙江工商大学杭州商学院,电子商务,250,B,15.2,浙江
汉江师范学院,电子商务,251,B,15.1,湖北
绥化学院,电子商务,251,B,15.1,黑龙江
成都锦城学院,电子商务,253,B,15,四川
四川工商学院,电子商务,253,B,15,四川
亳州学院,电子商务,255,B,14.9,安徽
广州南方学院,电子商务,255,B,14.9,广东
兰州工业学院,电子商务,255,B,14.9,甘肃
清华大学,信息管理与信息系统,1,A+,62.6,北京
合肥工业大学,信息管理与信息系统,2,A+,61.3,安徽
武汉大学,信息管理与信息系统,3,A+,59.5,湖北
复旦大学,信息管理与信息系统,4,A+,58,上海
北京理工大学,信息管理与信息系统,5,A+,57.6,北京
东南大学,信息管理与信息系统,6,A+,57.3,江苏
浙江大学,信息管理与信息系统,7,A+,57.2,浙江
天津大学,信息管理与信息系统,8,A+,57.1,天津
同济大学,信息管理与信息系统,9,A,56.6,上海
哈尔滨工业大学,信息管理与信息系统,10,A,56.2,黑龙江
南京航空航天大学,信息管理与信息系统,10,A,56.2,江苏
北京航空航天大学,信息管理与信息系统,12,A,54.9,北京
大连理工大学,信息管理与信息系统,13,A,54.7,辽宁
中国人民大学,信息管理与信息系统,14,A,54.5,北京
南京大学,信息管理与信息系统,15,A,54.2,江苏
华中科技大学,信息管理与信息系统,16,A,53.5,湖北
西北工业大学,信息管理与信息系统,17,A,52.1,陕西
重庆大学,信息管理与信息系统,18,A,51.6,重庆
中央财经大学,信息管理与信息系统,19,A,50.7,北京
上海交通大学,信息管理与信息系统,20,A,50.5,上海
上海财经大学,信息管理与信息系统,21,A,50.2,上海
中南大学,信息管理与信息系统,21,A,50.2,湖南
中山大学,信息管理与信息系统,23,A,50,广东
电子科技大学,信息管理与信息系统,24,A,48.7,四川
北京科技大学,信息管理与信息系统,25,A,47.6,北京
华东理工大学,信息管理与信息系统,26,A,46.5,上海
湖南大学,信息管理与信息系统,27,A,46.4,湖南
上海大学,信息管理与信息系统,28,A,45.9,上海
中国石油大学（北京）,信息管理与信息系统,29,A,45.2,北京
东北大学,信息管理与信息系统,30,A,45.1,辽宁
西南交通大学,信息管理与信息系统,30,A,45.1,四川
西安电子科技大学,信息管理与信息系统,32,A,45,陕西
南京邮电大学,信息管理与信息系统,33,A,44.5,江苏
东华大学,信息管理与信息系统,34,A,44.3,上海
南京信息工程大学,信息管理与信息系统,35,A,43.8,江苏
北京交通大学,信息管理与信息系统,36,A,43.7,北京
杭州电子科技大学,信息管理与信息系统,37,A,43.5,浙江
武汉理工大学,信息管理与信息系统,38,A,43.3,湖北
北京大学,信息管理与信息系统,39,A,42.8,北京
中国石油大学（华东）,信息管理与信息系统,40,A,42.5,山东
吉林大学,信息管理与信息系统,41,A,42.3,吉林
山东财经大学,信息管理与信息系统,42,A,42.2,山东
河海大学,信息管理与信息系统,43,A,42.1,江苏
大连海事大学,信息管理与信息系统,44,B+,41.6,辽宁
南昌大学,信息管理与信息系统,44,B+,41.6,江西
暨南大学,信息管理与信息系统,46,B+,41.5,广东
江西财经大学,信息管理与信息系统,47,B+,41.4,江西
中国地质大学（武汉）,信息管理与信息系统,48,B+,41.3,湖北
江苏大学,信息管理与信息系统,49,B+,41.1,江苏
深圳大学,信息管理与信息系统,49,B+,41.1,广东
北京师范大学,信息管理与信息系统,51,B+,40.8,北京
长安大学,信息管理与信息系统,52,B+,40.1,陕西
郑州大学,信息管理与信息系统,52,B+,40.1,河南
华中师范大学,信息管理与信息系统,54,B+,39.8,湖北
东北财经大学,信息管理与信息系统,55,B+,39.4,辽宁
对外经济贸易大学,信息管理与信息系统,56,B+,39.1,北京
华北电力大学,信息管理与信息系统,57,B+,39,北京
北京工业大学,信息管理与信息系统,58,B+,38.8,北京
上海理工大学,信息管理与信息系统,59,B+,38.6,上海
福州大学,信息管理与信息系统,60,B+,38.5,福建
北京化工大学,信息管理与信息系统,61,B+,38.3,北京
北京信息科技大学,信息管理与信息系统,62,B+,37.9,北京
北京外国语大学,信息管理与信息系统,63,B+,37.8,北京
湖南工商大学,信息管理与信息系统,64,B+,37.6,湖南
江苏科技大学,信息管理与信息系统,65,B+,37.5,江苏
青岛大学,信息管理与信息系统,66,B+,37.4,山东
首都经济贸易大学,信息管理与信息系统,66,B+,37.4,北京
广东工业大学,信息管理与信息系统,68,B+,37.1,广东
浙江工业大学,信息管理与信息系统,69,B+,37,浙江
中南财经政法大学,信息管理与信息系统,69,B+,37,湖北
南京工业大学,信息管理与信息系统,71,B+,36.7,江苏
中国地质大学（北京）,信息管理与信息系统,71,B+,36.7,北京
浙江工商大学,信息管理与信息系统,73,B+,36,浙江
武汉科技大学,信息管理与信息系统,74,B+,35.7,湖北
中国传媒大学,信息管理与信息系统,74,B+,35.7,北京
中国计量大学,信息管理与信息系统,76,B+,35.4,浙江
浙江理工大学,信息管理与信息系统,77,B+,35.2,浙江
重庆邮电大学,信息管理与信息系统,78,B+,35.1,重庆
昆明理工大学,信息管理与信息系统,79,B+,34.6,云南
西南财经大学,信息管理与信息系统,79,B+,34.6,四川
西安建筑科技大学,信息管理与信息系统,81,B+,34.4,陕西
南京农业大学,信息管理与信息系统,82,B+,34.2,江苏
山东师范大学,信息管理与信息系统,83,B+,33.6,山东
上海外国语大学,信息管理与信息系统,83,B+,33.6,上海
哈尔滨理工大学,信息管理与信息系统,85,B+,33,黑龙江
西安邮电大学,信息管理与信息系统,85,B+,33,陕西
南京审计大学,信息管理与信息系统,87,B+,32.7,江苏
浙江财经大学,信息管理与信息系统,88,B+,32.6,浙江
湘潭大学,信息管理与信息系统,89,B+,31.9,湖南
西南石油大学,信息管理与信息系统,90,B+,31.8,四川
中国政法大学,信息管理与信息系统,91,B+,31.6,北京
山西大学,信息管理与信息系统,92,B+,31.5,山西
桂林电子科技大学,信息管理与信息系统,93,B+,30.6,广西
华南师范大学,信息管理与信息系统,94,B+,30.5,广东
西南大学,信息管理与信息系统,94,B+,30.5,重庆
兰州大学,信息管理与信息系统,96,B+,30.4,甘肃
河北大学,信息管理与信息系统,97,B+,30,河北
北京物资学院,信息管理与信息系统,98,B+,29.9,北京
安徽大学,信息管理与信息系统,99,B+,29.3,安徽
华中农业大学,信息管理与信息系统,100,B+,29.1,湖北
北京林业大学,信息管理与信息系统,101,B+,29,北京
中国医科大学,信息管理与信息系统,101,B+,29,辽宁
山西财经大学,信息管理与信息系统,103,B+,28.9,山西
华侨大学,信息管理与信息系统,104,B+,28.6,福建
辽宁工程技术大学,信息管理与信息系统,105,B+,28.5,辽宁
天津财经大学,信息管理与信息系统,106,B+,28.3,天津
安徽财经大学,信息管理与信息系统,107,B+,28.2,安徽
中南民族大学,信息管理与信息系统,108,B+,28.1,湖北
武汉纺织大学,信息管理与信息系统,109,B+,27.7,湖北
上海应用技术大学,信息管理与信息系统,110,B+,27.6,上海
上海工程技术大学,信息管理与信息系统,111,B+,27.1,上海
上海电力大学,信息管理与信息系统,112,B+,27,上海
上海对外经贸大学,信息管理与信息系统,112,B+,27,上海
河南科技大学,信息管理与信息系统,114,B+,26.8,河南
济南大学,信息管理与信息系统,115,B+,26.6,山东
北京语言大学,信息管理与信息系统,116,B+,26.4,北京
西安理工大学,信息管理与信息系统,117,B+,26.2,陕西
青岛理工大学,信息管理与信息系统,118,B+,26.1,山东
东北电力大学,信息管理与信息系统,119,B+,26,吉林
西安财经大学,信息管理与信息系统,120,B+,25.7,陕西
华南农业大学,信息管理与信息系统,121,B+,25.6,广东
西交利物浦大学,信息管理与信息系统,122,B+,25.5,江苏
西北大学,信息管理与信息系统,123,B+,25.4,陕西
贵州财经大学,信息管理与信息系统,124,B+,25.1,贵州
武汉工程大学,信息管理与信息系统,125,B+,24.8,湖北
长春理工大学,信息管理与信息系统,126,B+,24.6,吉林
辽宁师范大学,信息管理与信息系统,126,B+,24.6,辽宁
南京中医药大学,信息管理与信息系统,128,B+,24.5,江苏
兰州交通大学,信息管理与信息系统,129,B+,24.1,甘肃
太原科技大学,信息管理与信息系统,129,B+,24.1,山西
南京工程学院,信息管理与信息系统,131,B+,24,江苏
天津工业大学,信息管理与信息系统,132,B,23.9,天津
宁波大学,信息管理与信息系统,133,B,23.8,浙江
天津师范大学,信息管理与信息系统,134,B,23.2,天津
南通大学,信息管理与信息系统,135,B,23,江苏
齐鲁工业大学,信息管理与信息系统,135,B,23,山东
黑龙江大学,信息管理与信息系统,137,B,22.9,黑龙江
山东建筑大学,信息管理与信息系统,138,B,22.8,山东
湖北中医药大学,信息管理与信息系统,139,B,22.5,湖北
郑州航空工业管理学院,信息管理与信息系统,140,B,22.1,河南
上海商学院,信息管理与信息系统,141,B,22,上海
首都医科大学,信息管理与信息系统,142,B,21.8,北京
滨州医学院,信息管理与信息系统,143,B,21.7,山东
吉林财经大学,信息管理与信息系统,144,B,21.6,吉林
山东工商学院,信息管理与信息系统,145,B,21.5,山东
石家庄铁道大学,信息管理与信息系统,146,B,21.4,河北
常州大学,信息管理与信息系统,147,B,21.3,江苏
上海第二工业大学,信息管理与信息系统,147,B,21.3,上海
长春工业大学,信息管理与信息系统,149,B,21.2,吉林
河北科技大学,信息管理与信息系统,149,B,21.2,河北
重庆医科大学,信息管理与信息系统,151,B,21,重庆
云南财经大学,信息管理与信息系统,151,B,21,云南
云南农业大学,信息管理与信息系统,153,B,20.9,云南
河南医药大学,信息管理与信息系统,154,B,20.7,河南
沈阳理工大学,信息管理与信息系统,155,B,20.6,辽宁
温州医科大学,信息管理与信息系统,155,B,20.6,浙江
浙江科技大学,信息管理与信息系统,157,B,20.5,浙江
华北理工大学,信息管理与信息系统,158,B,20.4,河北
大连交通大学,信息管理与信息系统,159,B,20.3,辽宁
青海大学,信息管理与信息系统,160,B,20.1,青海
河南财经政法大学,信息管理与信息系统,161,B,20,河南
湖北医药学院,信息管理与信息系统,161,B,20,湖北
山西医科大学,信息管理与信息系统,161,B,20,山西
安徽中医药大学,信息管理与信息系统,164,B,19.8,安徽
上海海洋大学,信息管理与信息系统,164,B,19.8,上海
安徽医科大学,信息管理与信息系统,166,B,19.5,安徽
福建中医药大学,信息管理与信息系统,167,B,19.4,福建
山东理工大学,信息管理与信息系统,167,B,19.4,山东
成都医学院,信息管理与信息系统,169,B,19.3,四川
广东金融学院,信息管理与信息系统,170,B,19.2,广东
湖北汽车工业学院,信息管理与信息系统,170,B,19.2,湖北
北京印刷学院,信息管理与信息系统,172,B,19.1,北京
广西医科大学,信息管理与信息系统,172,B,19.1,广西
山东中医药大学,信息管理与信息系统,172,B,19.1,山东
桂林医科大学,信息管理与信息系统,175,B,19,广西
景德镇陶瓷大学,信息管理与信息系统,175,B,19,江西
广东医科大学,信息管理与信息系统,177,B,18.3,广东
河南中医药大学,信息管理与信息系统,178,B,18.2,河南
盐城工学院,信息管理与信息系统,179,B,17.9,江苏
五邑大学,信息管理与信息系统,180,B,17.6,广东
嘉兴大学,信息管理与信息系统,181,B,17.5,浙江
徐州工程学院,信息管理与信息系统,181,B,17.5,江苏
北京服装学院,信息管理与信息系统,183,B,17.4,北京
福建理工大学,信息管理与信息系统,183,B,17.4,福建
南宁师范大学,信息管理与信息系统,183,B,17.4,广西
无锡学院,信息管理与信息系统,186,B,17.2,江苏
重庆三峡学院,信息管理与信息系统,187,B,17.1,重庆
湖南中医药大学,信息管理与信息系统,188,B,17,湖南
哈尔滨医科大学,信息管理与信息系统,189,B,16.9,黑龙江
福建江夏学院,信息管理与信息系统,190,B,16.6,福建
牡丹江医科大学,信息管理与信息系统,191,B,16.4,黑龙江
西南科技大学,信息管理与信息系统,192,B,16.3,四川
兰州财经大学,信息管理与信息系统,193,B,16.2,甘肃
大连外国语大学,信息管理与信息系统,194,B,16.1,辽宁
华北科技学院,信息管理与信息系统,194,B,16.1,河北
内蒙古科技大学,信息管理与信息系统,194,B,16.1,内蒙古
山东政法学院,信息管理与信息系统,197,B,15.7,山东
云南民族大学,信息管理与信息系统,198,B,15.2,云南
韩山师范学院,信息管理与信息系统,199,B,15,广东
湖南财政经济学院,信息管理与信息系统,199,B,15,湖南
内蒙古医科大学,信息管理与信息系统,201,B,14.8,内蒙古
新疆财经大学,信息管理与信息系统,201,B,14.8,新疆
川北医学院,信息管理与信息系统,203,B,14.7,四川
辽宁中医药大学,信息管理与信息系统,204,B,14.6,辽宁
广东海洋大学,信息管理与信息系统,205,B,14.5,广东
广西中医药大学,信息管理与信息系统,206,B,14.4,广西
山西中医药大学,信息管理与信息系统,207,B,14.3,山西
厦门医学院,信息管理与信息系统,208,B,14,福建
蚌埠医科大学,信息管理与信息系统,209,B,13.8,安徽
湖北经济学院,信息管理与信息系统,210,B,13.7,湖北
新疆农业大学,信息管理与信息系统,211,B,13.6,新疆
防灾科技学院,信息管理与信息系统,212,B,13.3,河北
齐齐哈尔医学院,信息管理与信息系统,212,B,13.3,黑龙江
长治医学院,信息管理与信息系统,214,B,13.2,山西
海南医科大学,信息管理与信息系统,214,B,13.2,海南
宁波财经学院,信息管理与信息系统,214,B,13.2,浙江
吉林医药学院,信息管理与信息系统,217,B,13.1,吉林
武汉体育学院,信息管理与信息系统,218,B,12.9,湖北
甘肃农业大学,信息管理与信息系统,219,B,12.8,甘肃
